Sinal,Log,Diferenciacao
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-34,"1,255272505",0
-33,"1,278753601","0,02348109585"
-33,"1,278753601",0
-34,"1,255272505","-0,02348109585"
-33,"1,278753601","0,02348109585"
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-32,"1,301029996","0,02227639471"
-32,"1,301029996",0
-33,"1,278753601","-0,02227639471"
-32,"1,301029996","0,02227639471"
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-33,"1,278753601","-0,02227639471"
-32,"1,301029996","0,02227639471"
-32,"1,301029996",0
-32,"1,301029996",0
-33,"1,278753601","-0,02227639471"
-33,"1,278753601",0
-32,"1,301029996","0,02227639471"
-32,"1,301029996",0
-33,"1,278753601","-0,02227639471"
-33,"1,278753601",0
-32,"1,301029996","0,02227639471"
-32,"1,301029996",0
-33,"1,278753601","-0,02227639471"
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-33,"1,278753601",0
-32,"1,301029996","0,02227639471"
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-32,"1,301029996",0
-31,"1,322219295","0,02118929907"
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-31,"1,322219295",0
-30,"1,342422681","0,02020338609"
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-31,"1,322219295","-0,02020338609"
-30,"1,342422681","0,02020338609"
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-30,"1,342422681",0
-29,"1,361727836","0,0193051552"
-29,"1,361727836",0
-29,"1,361727836",0
-30,"1,342422681","-0,0193051552"
-29,"1,361727836","0,0193051552"
-29,"1,361727836",0
-29,"1,361727836",0
-29,"1,361727836",0
-29,"1,361727836",0
-28,"1,380211242","0,01848340569"
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-29,"1,361727836","-0,01848340569"
-28,"1,380211242","0,01848340569"
-28,"1,380211242",0
-29,"1,361727836","-0,01848340569"
-29,"1,361727836",0
-28,"1,380211242","0,01848340569"
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-27,"1,397940009","0,01772876696"
-27,"1,397940009",0
-28,"1,380211242","-0,01772876696"
-28,"1,380211242",0
-27,"1,397940009","0,01772876696"
-27,"1,397940009",0
-28,"1,380211242","-0,01772876696"
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-28,"1,380211242",0
-27,"1,397940009","0,01772876696"
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-27,"1,397940009",0
-26,"1,414973348","0,0170333393"
-26,"1,414973348",0
-26,"1,414973348",0
-27,"1,397940009","-0,0170333393"
-26,"1,414973348","0,0170333393"
-26,"1,414973348",0
-26,"1,414973348",0
-26,"1,414973348",0
-26,"1,414973348",0
-26,"1,414973348",0
-25,"1,431363764","0,01639041619"
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-24,"1,447158031","0,01579426718"
-24,"1,447158031",0
-25,"1,431363764","-0,01579426718"
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-24,"1,447158031","0,01579426718"
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-25,"1,431363764","-0,01579426718"
-25,"1,431363764",0
-24,"1,447158031","0,01579426718"
-25,"1,431363764","-0,01579426718"
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-25,"1,431363764",0
-24,"1,447158031","0,01579426718"
-25,"1,431363764","-0,01579426718"
-25,"1,431363764",0
-25,"1,431363764",0
-24,"1,447158031","0,01579426718"
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-24,"1,447158031",0
-23,"1,462397998","0,01523996656"
-24,"1,447158031","-0,01523996656"
-24,"1,447158031",0
-23,"1,462397998","0,01523996656"
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-22,"1,477121255","0,01472325682"
-23,"1,462397998","-0,01472325682"
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-23,"1,462397998",0
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-23,"1,462397998","-0,01472325682"
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-23,"1,462397998","-0,01472325682"
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-23,"1,462397998","-0,01472325682"
-23,"1,462397998",0
-23,"1,462397998",0
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-23,"1,462397998","-0,01472325682"
-23,"1,462397998",0
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-23,"1,462397998","-0,01472325682"
-23,"1,462397998",0
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-23,"1,462397998","-0,01472325682"
-23,"1,462397998",0
-23,"1,462397998",0
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-23,"1,462397998","-0,01472325682"
-23,"1,462397998",0
-23,"1,462397998",0
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-23,"1,462397998","-0,01472325682"
-23,"1,462397998",0
-22,"1,477121255","0,01472325682"
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-21,"1,491361694","0,01424043911"
-22,"1,477121255","-0,01424043911"
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-21,"1,491361694","0,01424043911"
-21,"1,491361694",0
-21,"1,491361694",0
-21,"1,491361694",0
-21,"1,491361694",0
-21,"1,491361694",0
-21,"1,491361694",0
-22,"1,477121255","-0,01424043911"
-22,"1,477121255",0
-21,"1,491361694","0,01424043911"
-21,"1,491361694",0
-21,"1,491361694",0
-22,"1,477121255","-0,01424043911"
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-22,"1,477121255",0
-21,"1,491361694","0,01424043911"
-21,"1,491361694",0
-22,"1,477121255","-0,01424043911"
-21,"1,491361694","0,01424043911"
-21,"1,491361694",0
-21,"1,491361694",0
-21,"1,491361694",0
-21,"1,491361694",0
-20,"1,505149978","0,01378828449"
-20,"1,505149978",0
-21,"1,491361694","-0,01378828449"
-21,"1,491361694",0
-20,"1,505149978","0,01378828449"
-20,"1,505149978",0
-21,"1,491361694","-0,01378828449"
-21,"1,491361694",0
-21,"1,491361694",0
-20,"1,505149978","0,01378828449"
-21,"1,491361694","-0,01378828449"
-21,"1,491361694",0
-21,"1,491361694",0
-20,"1,505149978","0,01378828449"
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-20,"1,505149978","-0,01336396156"
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-19,"1,51851394",0
-19,"1,51851394",0
-20,"1,505149978","-0,01336396156"
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-21,"1,491361694","-0,01378828449"
-21,"1,491361694",0
-20,"1,505149978","0,01378828449"
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-19,"1,51851394",0
-20,"1,505149978","-0,01336396156"
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-19,"1,51851394",0
-20,"1,505149978","-0,01336396156"
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-19,"1,51851394",0
-20,"1,505149978","-0,01336396156"
-20,"1,505149978",0
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-19,"1,51851394",0
-20,"1,505149978","-0,01336396156"
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-19,"1,51851394",0
-19,"1,51851394",0
-20,"1,505149978","-0,01336396156"
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-18,"1,531478917","0,01296497716"
-19,"1,51851394","-0,01296497716"
-19,"1,51851394",0
-18,"1,531478917","0,01296497716"
-18,"1,531478917",0
-19,"1,51851394","-0,01296497716"
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-18,"1,531478917","0,01296497716"
-19,"1,51851394","-0,01296497716"
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-20,"1,505149978","-0,01336396156"
-20,"1,505149978",0
-19,"1,51851394","0,01336396156"
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-19,"1,51851394",0
-18,"1,531478917","0,01296497716"
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-19,"1,51851394","-0,01296497716"
-19,"1,51851394",0
-18,"1,531478917","0,01296497716"
-18,"1,531478917",0
-18,"1,531478917",0
-19,"1,51851394","-0,01296497716"
-19,"1,51851394",0
-18,"1,531478917","0,01296497716"
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-19,"1,51851394","-0,01296497716"
-19,"1,51851394",0
-18,"1,531478917","0,01296497716"
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-16,"1,556302501","0,01223445642"
-16,"1,556302501",0
-17,"1,544068044","-0,01223445642"
-16,"1,556302501","0,01223445642"
-16,"1,556302501",0
-16,"1,556302501",0
-16,"1,556302501",0
-17,"1,544068044","-0,01223445642"
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-19,"1,51851394","-0,01296497716"
-19,"1,51851394",0
-18,"1,531478917","0,01296497716"
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-18,"1,531478917",0
-18,"1,531478917",0
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-18,"1,531478917","-0,01258912731"
-17,"1,544068044","0,01258912731"
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-16,"1,556302501","0,01223445642"
-16,"1,556302501",0
-17,"1,544068044","-0,01223445642"
-17,"1,544068044",0
-16,"1,556302501","0,01223445642"
-16,"1,556302501",0
-16,"1,556302501",0
-17,"1,544068044","-0,01223445642"
-17,"1,544068044",0
-17,"1,544068044",0
-16,"1,556302501","0,01223445642"
-16,"1,556302501",0
-17,"1,544068044","-0,01223445642"
-17,"1,544068044",0
-17,"1,544068044",0
-17,"1,544068044",0
-16,"1,556302501","0,01223445642"
-16,"1,556302501",0
-16,"1,556302501",0
-16,"1,556302501",0
-17,"1,544068044","-0,01223445642"
-16,"1,556302501","0,01223445642"
-16,"1,556302501",0
-16,"1,556302501",0
-16,"1,556302501",0
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-15,"1,568201724","0,0118992233"
-14,"1,579783597","0,01158187255"
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-16,"1,556302501","-0,0118992233"
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-16,"1,556302501",0
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-14,"1,579783597",0
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-16,"1,556302501",0
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-16,"1,556302501","-0,0118992233"
-15,"1,568201724","0,0118992233"
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-14,"1,579783597",0
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-14,"1,579783597",0
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-14,"1,579783597",0
-15,"1,568201724","-0,01158187255"
-14,"1,579783597","0,01158187255"
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-13,"1,591064607","0,01128101041"
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-12,"1,602059991",0
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-14,"1,579783597","-0,01128101041"
-14,"1,579783597",0
-13,"1,591064607","0,01128101041"
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-14,"1,579783597","-0,01128101041"
-14,"1,579783597",0
-13,"1,591064607","0,01128101041"
-14,"1,579783597","-0,01128101041"
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-15,"1,568201724","-0,01158187255"
-14,"1,579783597","0,01158187255"
-14,"1,579783597",0
-14,"1,579783597",0
-15,"1,568201724","-0,01158187255"
-15,"1,568201724",0
-14,"1,579783597","0,01158187255"
-14,"1,579783597",0
-14,"1,579783597",0
-14,"1,579783597",0
-13,"1,591064607","0,01128101041"
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-12,"1,602059991",0
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-12,"1,602059991",0
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-12,"1,602059991",0
-12,"1,602059991",0
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-12,"1,602059991",0
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-13,"1,591064607","-0,0109953843"
-12,"1,602059991","0,0109953843"
-12,"1,602059991",0
-12,"1,602059991",0
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-13,"1,591064607","-0,0109953843"
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-13,"1,591064607",0
-12,"1,602059991","0,0109953843"
-11,"1,612783857","0,01072386539"
-12,"1,602059991","-0,01072386539"
-11,"1,612783857","0,01072386539"
-11,"1,612783857",0
-12,"1,602059991","-0,01072386539"
-12,"1,602059991",0
-12,"1,602059991",0
-12,"1,602059991",0
-11,"1,612783857","0,01072386539"
-12,"1,602059991","-0,01072386539"
-12,"1,602059991",0
-12,"1,602059991",0
-11,"1,612783857","0,01072386539"
